Player,MeanSpacing,UniqueECO_SubCat,UniqueECO_Cat,MostFrequentECO_Cat,MostFrequentECO_Cat_Frequency,EloChange,MostFrequentECO_Cat_Frequency_Quartile,MeanSpacing_Quartile
ariel_35_57,22784.0612244898,26,4,B,0.56,51,3,1
arielfidanza,42254.8163265306,29,4,B,0.52,-123,3,4
arielgustavoferreyra,27956.306122449,27,5,B,0.5,36,3,2
arielmendezp,21449.8163265306,32,4,B,0.42,-67,2,1
arielo94,51068.7346938775,23,5,C,0.58,-10,4,4
arifdereli0009,20272.1632653061,29,4,C,0.36,10,1,1
arifsarioglan,43017.1632653061,23,4,C,0.44,17,2,4
arifsentrk4,26614.1428571429,17,4,B,0.52,-35,3,2
arifunlu,15736.387755102,10,2,C,0.66,52,4,1
arihant123,16102.0816326531,31,4,B,0.36,150,1,1
ariksoyvi,24465.1020408163,31,4,B,0.5,57,3,1
arilddd,38896.3469387755,28,4,D,0.34,92,1,3
arimas,34193.6530612245,18,4,C,0.58,-46,4,3
arinaboaug,43589.0612244898,25,4,C,0.5,58,3,4
arionte,41243.1224489796,28,3,C,0.4,-3,1,3
aritraiitk,23894.2448979592,36,4,B,0.28,-58,1,1
arizaca,45606.2653061225,26,3,A,0.38,-7,1,4
arjan1967,44009.4693877551,25,4,C,0.52,18,3,4
ark85,29726.1224489796,29,4,B,0.64,67,4,2
arkadiilich,27452.8163265306,37,4,B,0.4,283,1,2
arkadiy61,51178.306122449,20,5,B,0.5,60,3,4
arkamran,27123.7551020408,29,4,C,0.56,-59,3,2
arkandor,32669.2857142857,27,4,C,0.58,-15,4,2
arlecin,33510.4693877551,12,3,A,0.56,61,3,3
arley1999SENA,32172.5918367347,29,5,B,0.5,54,3,2
arm041,24799.0612244898,24,4,B,0.72,-14,4,1
arman268,52164.9591836735,15,4,C,0.62,1,4,4
armanb,43049.5306122449,33,4,C,0.54,52,3,4
armarch,22768.8571428571,29,4,C,0.56,-47,3,1
armilo08,29998.7755102041,28,4,C,0.48,70,2,2
armintango,36956.6326530612,19,3,B,0.6,-41,4,3
armon-eli,21118.5918367347,30,5,D,0.4,-56,1,1
armsarun,22918.4489795918,21,4,D,0.32,-71,1,1
armtoda,50589.7755102041,34,5,A,0.52,42,3,4
arnaison-daniel1845,32268.2857142857,23,3,A,0.68,-16,4,2
arnakovitch,27218.2040816327,17,4,D,0.4,-32,1,2
arnehaa,26802.306122449,22,4,B,0.42,-8,2,2
arno-b,30011.2040816327,9,3,A,0.64,-34,4,2
arnoerohin,7862.16326530612,31,4,B,0.48,5,2,1
arnold74,25477.693877551,23,4,C,0.56,77,3,1
arnoldo2021,34173.7346938775,36,5,B,0.5,124,3,3
arogilg,28943.7346938776,11,4,A,0.46,15,2,2
aronB123,51645.306122449,21,5,B,0.32,36,1,4
aross28a,44089.5306122449,23,4,C,0.42,-72,2,4
arpai,17680.7346938776,15,4,C,0.52,22,3,1
arpan002,50569.7346938775,13,4,A,0.4,-2,1,4
arrieta5,30330.7959183673,30,4,C,0.46,5,2,2
arrogantkitty,19543.1428571429,28,5,B,0.32,156,1,1
ars1734,21738.7346938776,23,4,B,0.58,76,4,1
arsalan1366,41173.9387755102,31,5,B,0.64,-60,4,3
arsalan2020,12777.9795918367,14,4,C,0.38,2,1,1
arsenite,41081.7346938775,25,5,A,0.34,-62,1,3
arshamazari,27301.2040816327,28,4,C,0.44,-10,2,2
arsten2000,37134.1836734694,29,5,B,0.42,-21,2,3
art10,26479.8367346939,34,5,A,0.32,-38,1,2
art_tka,26273.6734693878,19,4,C,0.54,48,3,2
artem2703,17283.1836734694,14,4,D,0.48,46,2,1
artground,27380.9591836735,20,4,A,0.52,5,3,2
arthur1974,22879.9387755102,18,4,B,0.5,19,3,1
arthurking22,24694.612244898,26,3,B,0.54,-48,3,1
articodkd,42842.7755102041,25,5,C,0.72,-64,4,4
artigasae,20342.9183673469,25,4,B,0.38,44,1,1
artiomm,47677.8775510204,14,4,B,0.64,-44,4,4
artkuriu,37834.8979591837,31,4,B,0.42,151,2,3
artoblo11,46296.5918367347,14,4,B,0.48,-33,2,4
artol001,42605.7551020408,36,4,C,0.56,11,3,4
artur4ik9508,43880.7142857143,24,5,D,0.36,-12,1,4
arturoIarturo,28637.0816326531,28,3,B,0.6,79,4,2
arturogd,50926.4285714286,27,4,C,0.58,-91,4,4
arturr09,37931.8775510204,28,4,C,0.58,-16,4,3
arunis6,43186.306122449,38,5,C,0.38,-18,1,4
arunprasad1989,44804.2040816326,30,5,D,0.36,-64,1,4
arush,28456.1836734694,4,2,A,0.62,-24,4,2
arvind_kyn,49374.1224489796,33,5,C,0.48,92,2,4
arvo1938,46236.1428571429,39,5,C,0.42,19,2,4
aryaabd85,48690.0408163265,33,5,A,0.44,145,2,4
aryavarta_1,19021.693877551,28,4,B,0.5,13,3,1
arydh,26484.5102040816,32,4,C,0.48,50,2,2
as-2203,35129.4897959184,19,4,A,0.48,-33,2,3
as9220,45856.0408163265,24,3,C,0.54,-57,3,4
asafrom40,42744.9591836735,24,4,C,0.48,6,2,4
asamgod,19840.4897959184,27,4,C,0.66,86,4,1
asanbelmon,24967.6734693878,5,2,A,0.74,-37,4,1
ascensore7,28775.693877551,27,4,C,0.32,-43,1,2
aschoe2010,42618.9591836735,17,4,C,0.8,-26,4,4
asd1343,15933.4489795918,25,5,B,0.38,-80,1,1
asd1521,52832.8979591837,37,5,D,0.32,-19,1,4
asdakiddd,42836.387755102,23,5,B,0.36,11,1,4
asdem,26695.2857142857,29,4,C,0.58,43,4,2
asdg3434,49200.8163265306,24,4,C,0.5,5,3,4
asehgal,23177.1020408163,29,5,B,0.36,-35,1,1
asen1674,40313.4897959184,25,5,A,0.6,-37,4,3
asep89,32206.9591836735,33,3,C,0.64,75,4,2
asepcodet,23269.2857142857,29,4,B,0.38,87,1,1
asercan,35402.6734693878,26,4,C,0.68,-59,4,3
asgharyadegar,46359.7346938775,31,5,A,0.36,140,1,4
ashfem1,40436.306122449,27,4,A,0.34,-78,1,3
ashiarav,38656.7551020408,27,5,B,0.46,-93,2,3
ashik22,24790.4693877551,24,4,C,0.32,88,1,1
ashis_jumh,47260.6734693878,29,5,A,0.4,-19,1,4
ashish331,44516.7959183674,28,5,D,0.36,29,1,4
ashish_paul,17857.9795918367,18,4,B,0.44,51,2,1
ashishkha,53486.9387755102,9,3,A,0.7,-6,4,4
ashishrbl2015,39642.2857142857,31,4,C,0.48,-19,2,3
ashkan352,26905.5918367347,19,4,A,0.44,73,2,2
ashkanrz,49016.693877551,39,5,B,0.5,29,3,4
ashkansalehi,36527,28,5,B,0.52,60,3,3
ashkar115,15957.2653061224,25,4,C,0.56,67,3,1
ashkar786,42469.2653061225,26,5,B,0.4,82,1,4
ashok67,21641.5714285714,28,4,C,0.62,-31,4,1
ashok_ajmera,27938,29,4,B,0.5,25,3,2
ashokansv1,35850.8775510204,18,5,C,0.54,-25,3,3
ashour121,45483.6326530612,33,4,B,0.62,40,4,4
ashuchamp14,38590.3265306122,22,4,D,0.42,2,2,3
ashutoshaggarwall,16867.5918367347,31,4,B,0.44,32,2,1
ashvin3,9341.55102040816,12,5,D,0.4,131,1,1
asi17,27894.1020408163,28,4,C,0.42,57,2,2
asiabi,26998.306122449,29,5,C,0.6,-6,4,2
asimbasha,19181.1020408163,20,5,C,0.6,21,4,1
asimmertturk08,44090.4897959184,34,5,C,0.56,3,3,4
asino_bigio,14299.387755102,26,4,B,0.4,11,1,1
asipiryozgat,21065.9387755102,29,5,B,0.42,-24,2,1
ask0007,15658.2244897959,9,4,A,0.62,-15,4,1
ask13,43972.2244897959,26,5,D,0.46,87,2,4
askar11111,48759.4285714286,29,4,C,0.64,-62,4,4
asker_asker,47913.6530612245,3,2,A,0.72,-28,4,4
asl1234,22932.612244898,27,4,B,0.46,-29,2,1
asl20,33320.0612244898,24,4,C,0.58,17,4,2
aslan1977d,27792.5306122449,25,5,A,0.28,-8,1,2
aslantemrokov,50614.0612244898,28,4,C,0.52,104,3,4
asmat1402,30027.612244898,26,4,B,0.38,-27,1,2
asnabiyya,50970.2244897959,14,4,A,0.46,-64,2,4
asonitis,49392.7346938775,17,4,A,0.52,-29,3,4
asoundias98,25283.9183673469,27,4,D,0.32,51,1,1
aspid11,31769.0612244898,21,3,C,0.58,37,4,2
aspirin,45843.9591836735,26,4,B,0.54,-16,3,4
aspis40,28413.5918367347,36,5,D,0.36,-31,1,2
assan_45,49896.387755102,16,5,A,0.62,-81,4,4
assem554,24785.4489795918,24,4,C,0.62,-119,4,1
assis12,42653.8367346939,26,6,C,0.44,46,2,4
assis123,38714.5918367347,24,4,C,0.64,-29,4,3
assylkhanov,33357.0816326531,31,4,C,0.48,1,2,2
astani,49332.7755102041,24,6,A,0.26,-89,1,4
astef,36880.4285714286,26,4,C,0.52,-25,3,3
asteryx,29161.7755102041,28,4,B,0.66,-13,4,2
astisss,29841.7346938776,25,4,C,0.64,-109,4,2
astro33,50838.3673469388,15,5,B,0.6,62,4,4
astroori,33702.7755102041,28,5,D,0.44,83,2,3
asturiess,41654.8775510204,21,4,A,0.36,22,1,4
asultanov,33684.7346938775,19,4,B,0.4,-35,1,3
aswadov,45651.7346938775,34,5,C,0.64,-43,4,4
asymptomatic_pie,25644.2857142857,18,3,A,0.56,7,3,1
ata2,36034.2244897959,32,4,C,0.62,-14,4,3
atahri,47445.0408163265,26,3,B,0.68,136,4,4
atakansarigul,30139.7755102041,17,4,B,0.56,83,3,2
atakum,33391.9591836735,18,3,B,0.62,26,4,2
ataneo,36936,17,4,B,0.4,-21,1,3
atanoj,39117.7959183674,28,4,A,0.52,79,3,3
atanudeb7,51088.9795918367,28,4,C,0.58,-89,4,4
atar270,32356.1428571429,24,4,B,0.66,4,4,2
atbasz111,26615.306122449,24,4,B,0.36,74,1,2
ateeb,30033.0612244898,29,5,B,0.44,49,2,2
ateist44,10605.4285714286,20,4,A,0.48,-11,2,1
atendi1,39307.2040816326,32,4,C,0.54,-20,3,3
ateskral,30863.7959183673,15,3,B,0.64,-13,4,2
athuice,29952.7755102041,32,5,C,0.36,41,1,2
ati2019,37580.0816326531,41,5,B,0.5,48,3,3
ati73,49275.0816326531,7,2,A,0.74,-44,4,4
atih36,17645.4081632653,18,4,D,0.36,19,1,1
atillatilmaz,33012.2653061224,19,4,C,0.5,97,3,2
atlantis1960,51320.8979591837,23,4,A,0.6,-40,4,4
atlasss,15090.3673469388,14,3,A,0.58,68,4,1
atlegang,21307.1428571429,32,4,B,0.32,-13,1,1
atlen,38033.7142857143,20,4,B,0.52,-15,3,3
atmgtx,28173.5714285714,29,5,B,0.36,55,1,2
atomicCP,51281.6530612245,31,4,C,0.36,53,1,4
atrevetesinmiedo,31232.1836734694,22,4,C,0.6,-17,4,2
att461871,18956.2857142857,27,4,A,0.46,29,2,1
attagol,33929.693877551,14,3,B,0.62,17,4,3
attreya,47533.5102040816,19,4,D,0.42,-86,2,4
atul385,41145.0408163265,30,4,C,0.5,44,3,3
atuptu,19243.1836734694,21,4,C,0.56,-63,3,1
atylla3,49132.4285714286,25,4,C,0.48,14,2,4
augustoxadrez,52042.3469387755,29,3,C,0.58,-52,4,4
aunielstark,19517.387755102,32,4,B,0.58,26,4,1
aure29,41316.1224489796,31,4,C,0.6,-84,4,3
aurelius27,29667.1632653061,26,4,C,0.46,-7,2,2
ausdeb,37634.7551020408,8,3,A,0.5,41,3,3
ausheeva13,16436.3673469388,29,4,C,0.66,11,4,1
aussiee,47118.3469387755,25,4,C,0.6,74,4,4
austinek,29808.7551020408,24,4,B,0.48,18,2,2
autoart,31946.7959183673,21,4,C,0.52,-28,3,2
av0cat,36064.5102040816,18,3,A,0.5,-19,3,3
avamsi,24823.5102040816,26,5,C,0.46,-21,2,1
avantas,37040.0816326531,24,4,B,0.36,-1,1,3
avantgeorge,33979.4285714286,25,4,C,0.64,74,4,3
avb1984,41272.0204081633,25,4,C,0.56,43,3,3
avc84,24707.1632653061,8,2,A,0.74,-23,4,1
avcilarsafer38,43095.1632653061,18,3,A,0.4,21,1,4
avi20072008,30307.0612244898,26,4,C,0.48,109,2,2
avi__9990,17221.3469387755,30,5,B,0.44,49,2,1
avilinches20,19618,24,4,C,0.54,55,3,1
avismonte,27778.6734693878,37,5,B,0.34,-63,1,2
awma,18225,18,4,B,0.42,42,2,1
awmone,30400.3673469388,15,3,D,0.52,18,3,2
axasay,14983.4285714286,18,4,C,0.5,-10,3,1
axel25,25290.4285714286,10,4,A,0.62,2,4,1
axelec,31333.3673469388,19,3,C,0.46,99,2,2
ay-world,48473.3469387755,23,5,A,0.34,-45,1,4
ayachao,38564.9183673469,23,4,C,0.56,-11,3,3
ayan116,28696.5102040816,28,3,B,0.64,90,4,2
ayanokouji,44473.306122449,27,4,A,0.32,-39,1,4
ayaz-88,49232.8571428571,29,5,A,0.34,50,1,4
ayet,37029.4693877551,20,4,C,0.56,-36,3,3
aygun2979,42796.8571428571,22,4,B,0.4,-4,1,4
ayhan34,50328.612244898,17,4,C,0.54,102,3,4
ayhanyenice,35453.5102040816,22,3,C,0.76,-27,4,3
ayk747,8832.10204081633,17,4,C,0.52,-31,3,1
aylin_whitequeen,39727.8367346939,36,5,A,0.3,140,1,3
aymane_el_Otmani,34319.5102040816,28,5,B,0.5,-5,3,3
aymanooov,15960.0612244898,27,5,D,0.42,-20,2,1
ayo_am-wit-u,5468.28571428571,30,5,D,0.3,123,1,1
ayoubjhabli,28428.387755102,20,4,C,0.48,-21,2,2
ayratbar,35610.8367346939,20,4,A,0.38,1,1,3
aysberg21,36206.387755102,27,4,C,0.6,7,4,3
aytaufik,26731.7346938776,31,5,C,0.54,-16,3,2
az-71,28286.3469387755,17,4,C,0.66,-24,4,2
aza-ordynskiy,12175,26,4,C,0.6,7,4,1
azade07,50915.9795918367,25,5,C,0.6,6,4,4
azadihasan,47656.3469387755,27,5,D,0.46,46,2,4
azamat0907,12697.8571428571,12,3,D,0.4,23,1,1
azariah_11,39676.6734693878,31,4,C,0.54,-9,3,3
azaygaur125,17502.1836734694,24,4,D,0.48,-14,2,1
azcatpac12,10692.7346938776,16,4,D,0.36,17,1,1
azcino_45,34936.3469387755,27,5,B,0.38,144,1,3
azer85,17911.8571428571,23,4,C,0.72,-16,4,1
azertyuser,35693.1632653061,7,4,A,0.6,-74,4,3
azipa,26410.1020408163,28,4,C,0.56,4,3,2
aziz6112,48191.4693877551,33,4,D,0.42,-10,2,4
azizlybrooh,27409.5510204082,33,5,C,0.56,43,3,2
azmatkhan83,32007.9387755102,33,5,B,0.36,35,1,2
azmilmacksood,18430.5102040816,35,4,C,0.64,6,4,1
aznab,42191.5714285714,31,5,B,0.54,29,3,4
azot01,44730.1428571429,30,4,B,0.28,84,1,4
azou,39512.2244897959,37,5,B,0.38,-3,1,3
azrielcpm,40404.1836734694,25,4,B,0.42,-13,2,3
azur0609,30304.4489795918,21,5,B,0.42,-83,2,2
azure38,36927.693877551,8,3,A,0.64,-23,4,3
azygos61,20291.4693877551,13,4,A,0.44,-18,2,1
azzedine159,44590.2448979592,25,4,B,0.44,12,2,4
azzouzramzi,22919.0816326531,33,4,B,0.56,29,3,1
b061005,21590.4489795918,22,3,B,0.42,-3,2,1
b0ygen,34093.0408163265,19,4,D,0.34,60,1,3
b1nary,48058.5714285714,32,5,C,0.38,29,1,4
b298,13002.9795918367,20,4,B,0.36,30,1,1
b3orb6,30949.4489795918,5,2,A,0.66,8,4,2
b41974,46850.7755102041,20,4,A,0.6,12,4,4
b76kk7,37018.1428571429,24,4,B,0.56,14,3,3
b88,44599.5918367347,10,3,B,0.48,0,2,4
bITb,35317.5918367347,15,3,B,0.48,-32,2,3
bRiLLiAnT12,35883.1224489796,27,5,C,0.34,41,1,3
ba2set,23891.4285714286,31,5,C,0.48,20,2,1
ba88,50993,24,5,C,0.46,-71,2,4
baNBan,19436.1020408163,11,3,D,0.5,101,3,1
baaraban,43865.693877551,22,6,B,0.38,39,1,4
baba2000,38822.9183673469,36,4,C,0.32,2,1,3
baba_pandit,37977.5510204082,22,3,C,0.54,-8,3,3
babacoul,28365.8163265306,18,4,A,0.68,59,4,2
babaksalehi67,24762.306122449,30,5,D,0.42,56,2,1
babaksm68,19564.0408163265,25,4,C,0.56,-117,3,1
babichevgeniy,37657.7755102041,17,4,C,0.52,-81,3,3
babken1519,31997.2448979592,24,4,B,0.54,120,3,2
babos17,12550.4285714286,30,5,B,0.36,41,1,1
babu2020,37619.2448979592,30,4,C,0.42,42,2,3
babushka_vnuchka,31588.1836734694,31,5,C,0.46,6,2,2
baby_ficher,39032.7142857143,38,5,C,0.34,6,1,3
babyboy12,45764.6326530612,36,5,C,0.46,100,2,4
babybuab12,35157.6734693878,27,6,C,0.54,-63,3,3
bacalaito1,42872.6734693878,40,5,C,0.36,-53,1,4
baccone,19582,26,4,C,0.32,51,1,1
backflip46,49830.1224489796,26,4,B,0.58,-32,4,4
backprop7,19939.2448979592,15,4,C,0.6,44,4,1
backstabbed,38788.4081632653,19,4,B,0.4,-31,1,3
bad18,51981.7755102041,12,3,B,0.44,43,2,4
badak_bercula1,48863.4693877551,31,5,C,0.44,67,2,4
badass_knight,28190.1836734694,25,5,B,0.36,4,1,2
badblackbishop,30260.6530612245,30,4,B,0.34,12,1,2
badblondin,14349.5714285714,26,4,B,0.4,92,1,1
badchesterton,21008.7755102041,12,4,A,0.52,23,3,1
badger2003,33696.8571428571,20,4,C,0.56,-117,3,3
badmaslaudey,18686.7755102041,22,4,C,0.4,-101,1,1
badnjar,46829.8571428571,27,3,C,0.44,105,2,4
bado9666,21429.9387755102,30,3,C,0.64,58,4,1
badranaya,44368.693877551,29,4,C,0.44,-35,2,4
badrikedar,48509.2857142857,25,5,B,0.44,29,2,4
bafadevil,42493.9591836735,26,4,C,0.6,26,4,4
bafkar60,34349.9591836735,18,4,C,0.58,-87,4,3
bagas04,39786.4489795918,15,3,D,0.46,-23,2,3
bagiroffaraz,16878.9795918367,25,4,C,0.48,56,2,1
bagnut,29794.7142857143,16,4,A,0.6,-60,4,2
baha1234,39665.6530612245,30,4,C,0.58,-5,4,3
baha77,19852.2448979592,7,3,A,0.68,-5,4,1
bahaa1981r,16353.9387755102,14,4,C,0.56,-40,3,1
bahattinuzer,49540.7142857143,20,5,C,0.62,15,4,4
bahmanayan77,31539.5306122449,23,4,C,0.46,86,2,2
bahmanbonab,28849.7959183673,16,3,C,0.6,51,4,2
bahramebrahimpour,31611.6530612245,11,4,B,0.42,-64,2,2
baihan21,31277.4693877551,32,4,A,0.36,-3,1,2
bairse,42197.7142857143,28,3,C,0.54,-44,3,4
bajamen,10587.2244897959,19,4,C,0.52,-27,3,1
bajateclas,18455.1632653061,21,4,A,0.4,-35,1,1
bajiraotiger,40549.5102040816,22,4,C,0.46,59,2,3
bajk,30193.7959183673,26,5,D,0.42,-27,2,2
bakina93,41997.2040816326,26,4,A,0.54,40,3,4
bakotheRook,30669.3469387755,30,5,C,0.6,45,4,2
bakrey50,44310.2857142857,31,5,B,0.4,-24,1,4
bakri95,52937.2448979592,25,5,C,0.54,-23,3,4
baku2019,33747.9591836735,24,5,C,0.56,-1,3,3
bakulish,31569.0612244898,16,4,B,0.54,31,3,2
bal9798,23896.1020408163,16,3,C,0.52,7,3,1
balaguerbol89,39491.693877551,20,3,D,0.38,78,1,3
balanegra1,52265.7959183674,30,4,C,0.5,34,3,4
balaz94,44027.0816326531,12,4,D,0.5,-41,3,4
balimahmet,27838.4285714286,23,5,A,0.6,217,4,2
balingbalingbambuku,28206.0612244898,21,5,C,0.38,39,1,2
ballorica,22966.7959183673,23,4,B,0.6,63,4,1
baloo55,52667.0204081633,32,5,C,0.38,88,1,4
balu1969,25905.0816326531,39,5,C,0.5,188,3,2
balu66,30267.8979591837,21,4,C,0.54,-52,3,2
bambamdany,17774.9387755102,34,3,C,0.48,80,2,1
bambangddn,43825.6326530612,27,4,A,0.58,56,4,4
bamby88,18623.4693877551,34,5,D,0.34,-32,1,1
bambyk,30145.5510204082,25,4,B,0.46,-18,2,2
bamonte93,12404.5102040816,11,4,A,0.42,-43,2,1
bamper2140,42689.5918367347,16,4,C,0.7,37,4,4
ban-ban,30986.8775510204,11,5,A,0.6,78,4,2
banadik,36194.4489795918,24,4,B,0.58,-95,4,3
bananashake,21259.8163265306,15,4,A,0.52,18,3,1
bananerete,40593.4897959184,18,3,B,0.54,-42,3,3
bandigai,48473.0612244898,29,4,B,0.62,1,4,4
banes1968,35367.1428571429,20,4,A,0.6,-8,4,3
bangag24,8839.63265306122,13,4,B,0.5,-18,3,1
banjak15,35421.387755102,24,4,B,0.44,-75,2,3
bannex,37077.1224489796,32,4,B,0.6,11,4,3
bannizz,47671.2448979592,29,4,C,0.5,-61,3,4
bapontar,44999.2244897959,23,4,C,0.52,-6,3,4
barabbab,36903,28,5,B,0.42,-28,2,3
baracuda46,45441.8979591837,19,4,C,0.74,-11,4,4
barakbarabi,28816.6530612245,12,3,B,0.54,38,3,2
baram,36268.1020408163,34,5,C,0.44,-25,2,3
barathcj,35221.9183673469,36,5,C,0.32,-28,1,3
barazbay,23655.9387755102,16,4,C,0.46,31,2,1
barbarani,51167.2244897959,26,4,B,0.56,-84,3,4
barbarian59,35390.4081632653,25,5,D,0.34,-40,1,3
barbecuesteve,48301.4693877551,23,3,A,0.6,3,4,4
barbo64,35062.5306122449,33,5,B,0.6,-50,4,3
barcathe1,22949.2448979592,34,5,A,0.46,-19,2,1
barcazador,22204.7755102041,17,4,A,0.3,-26,1,1
barcelona2001,33478.8163265306,22,6,C,0.48,42,2,3
barcham,45615.5918367347,27,5,D,0.3,26,1,4
barcher,34006.0408163265,33,4,B,0.28,-5,1,3
bardo12,30830.8979591837,22,4,B,0.56,-18,3,2
barefoot_vic,34421.6734693878,15,4,D,0.42,23,2,3
barensis,42293.7959183674,28,6,A,0.4,4,1,4
baresi,46594.7142857143,26,4,C,0.64,-1,4,4
barii,24629.5102040816,31,5,B,0.4,9,1,1
barkan1,32059,19,4,C,0.72,-53,4,2
barley5,27220.7755102041,27,4,C,0.6,-67,4,2
barnirock,43963.8775510204,31,4,B,0.5,1,3,4
barnstormsky,33650.7551020408,20,4,B,0.38,46,1,3
barondesamedi1976,38176.6326530612,24,4,C,0.42,-51,2,3
barraldavid,37951.9591836735,22,5,B,0.62,16,4,3
barrimor,28811.1836734694,19,4,B,0.58,19,4,2
barrzamani,24813.1020408163,24,4,A,0.36,-7,1,1
bart2008,47640.0816326531,33,5,B,0.44,-16,2,4
bartek9865,47860.2040816326,19,4,B,0.46,-41,2,4
bartekk1989,51166.5510204082,29,4,D,0.32,18,1,4
barticar,21160.2653061224,25,4,B,0.44,-48,2,1
bartosz546,45855.8367346939,32,5,C,0.54,39,3,4
bartron,39111.8367346939,20,4,C,0.54,73,3,3
bartuano63,48287.1836734694,24,4,A,0.38,-2,1,4
barzha,23445.5102040816,33,4,C,0.38,-34,1,1
basesrloaded,48787.387755102,31,3,B,0.6,30,4,4
basha8080,27257.6734693878,26,4,C,0.58,45,4,2
basile24,22737.4285714286,24,4,C,0.62,63,4,1
basirtuzun,6840.97959183673,6,2,A,0.62,-48,4,1
basmar36,47134.2653061225,23,4,A,0.38,247,1,4
bassem1714567,28944.5102040816,30,5,C,0.54,18,3,2
bastami,21048.387755102,26,4,C,0.6,-18,4,1
bastin78,17020.612244898,14,4,A,0.48,89,2,1
bat100,37399.2448979592,27,4,B,0.52,-13,3,3
batadimer,44905.0816326531,28,4,B,0.44,-54,2,4
batajami,34524.4897959184,33,5,B,0.52,76,3,3
batakonda,30397.1020408163,33,4,C,0.66,47,4,2
batanik67,32657.1428571429,30,4,B,0.48,42,2,2
batbayar8,35694.9183673469,21,3,B,0.62,38,4,3
batbold2020,35583.0408163265,25,5,C,0.48,1,2,3
batdk59,47828.9591836735,18,4,C,0.6,-47,4,4
bateau_ivre,23639.387755102,26,5,D,0.36,29,1,1
batiga,15806,31,4,C,0.5,42,3,1
batis1204,31561.2653061224,30,4,C,0.66,61,4,2
batjargal61,24898.9795918367,24,4,C,0.6,71,4,1
batman1918,37513.3469387755,36,4,C,0.56,-142,3,3
batmans,27080.8571428571,20,4,C,0.44,14,2,2
bato1952,37878.7755102041,32,5,C,0.58,29,4,3
battuguldur,14256.9591836735,22,3,C,0.54,8,3,1
batya71,38927.5306122449,25,4,B,0.6,-78,4,3
baum555,37652.2040816326,30,4,C,0.62,37,4,3
baurjanjalgaskhan,33392.4489795918,29,5,C,0.44,-38,2,2
bavneet,31722.7142857143,12,3,C,0.44,-69,2,2
bay_wc,30113.4081632653,31,5,B,0.54,28,3,2
baya1121,38020.0204081633,10,4,A,0.38,0,1,3
bayburcyan11,22516.0816326531,32,5,B,0.46,-14,2,1
bayburcyan15,16019.4693877551,24,3,C,0.58,27,4,1
baydin66,43335.612244898,24,5,C,0.5,-157,3,4
bayramb,32840.4285714286,14,3,C,0.74,-24,4,2
bayuprasetya,35459.693877551,31,4,C,0.62,75,4,3
bayuputra,12632,29,6,B,0.36,49,1,1
baz1384,42997.6530612245,9,3,A,0.64,50,4,4
baz1500,44261.0408163265,20,4,C,0.42,-33,2,4
bazdika,49213.3469387755,27,4,C,0.5,-49,3,4
bazti923,49372.387755102,23,4,C,0.62,-23,4,4
bazzlara,14540.0204081633,23,4,B,0.4,-17,1,1
bbaribeau,40216.4081632653,21,4,B,0.34,-3,1,3
bbbdog,47782.5510204082,23,4,C,0.64,25,4,4
bbcyborg,43594.2244897959,32,4,B,0.48,-28,2,4
bbfinal,39129.2040816326,24,4,C,0.48,21,2,3
bbhavin,23594.7142857143,17,5,C,0.48,-69,2,1
bboyjers,40947.8367346939,32,5,C,0.52,53,3,3
bbrodersen,47642.3265306122,34,5,B,0.58,21,4,4
bbuckly,44099.8775510204,16,4,D,0.38,-29,1,4
bccxo,10765.3469387755,22,4,C,0.48,28,2,1
bcheh,39996.9183673469,11,4,A,0.36,11,1,3
bdelimer,22796.8163265306,24,4,C,0.48,81,2,1
bdobosh,42801.6530612245,26,5,B,0.42,-8,2,4
bdress,50239.6530612245,34,5,C,0.46,63,2,4
beanbag,28086.2244897959,24,4,C,0.52,28,3,2
beantheshadow,26067.612244898,26,4,C,0.56,48,3,2
bearrostov,43926.3673469388,13,5,A,0.42,59,2,4
beastpty,32203.2040816327,30,4,B,0.42,32,2,2
beaver02rus,38218.2040816326,28,4,C,0.64,41,4,3
beben21,28225.5102040816,16,4,C,0.72,11,4,2
bebeth0,29801.1632653061,20,4,A,0.34,-28,1,2
bebobebo1414,40336.9795918367,13,3,D,0.4,58,1,3
beco2017,46147.8979591837,23,3,C,0.46,-3,2,4
begem,21199.7755102041,34,5,D,0.32,-24,1,1
behairy1234,36479.0408163265,24,5,C,0.46,-2,2,3
behcetbaba,18847.6734693878,28,4,C,0.5,38,3,1
behnam1974,49227.1836734694,24,4,C,0.54,18,3,4
behnamarjmand,26405.3469387755,28,4,C,0.42,-20,2,2
behnamkhan,33498.6734693878,26,4,A,0.62,-43,4,3
behnya_m,35396.8979591837,31,4,C,0.66,12,4,3
behzad1955,14526.0204081633,29,4,C,0.54,24,3,1
behzad77,43687.0612244898,32,4,C,0.54,60,3,4
behzzzad,34041.9591836735,36,5,B,0.44,1,2,3
beingkeptindark,5404.79591836735,22,4,A,0.34,48,1,1
bekend,52710.2448979592,9,3,D,0.36,-21,1,4
bekooltrader,33315.8775510204,25,4,C,0.5,-3,3,2
belen_gatito,30145.8367346939,28,5,B,0.62,71,4,2
belhazia,46228.3469387755,30,4,C,0.48,46,2,4
belibjelica,8890.77551020408,28,5,D,0.4,-37,1,1
belinyahya,26388.2448979592,25,3,C,0.44,20,2,2
bellachachkes,36792,6,2,A,0.64,-20,4,3
